2025-04-21 10:49:54-411 [main] INFO  c.y.u.s.a.UsersServiceApiApplication - Starting UsersServiceApiApplication using Java 17.0.12 with PID 12544 (C:\Users\mgarcsar\Documents\Bootcamp\etregables\Yanki\users-service-api\target\classes started by mgarcsar in C:\Users\mgarcsar\Documents\Bootcamp\etregables\Yanki) 
2025-04-21 10:49:54-414 [main] INFO  c.y.u.s.a.UsersServiceApiApplication - The following 1 profile is active: "local" 
2025-04-21 10:49:54-483 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888 
2025-04-21 10:49:54-483 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Located environment: name=users-service-api, profiles=[default], label=null, version=5948961345ff92c7a8feec89a952e9773d3de713, state= 
2025-04-21 10:49:54-484 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888 
2025-04-21 10:49:54-484 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Located environment: name=users-service-api, profiles=[local], label=null, version=5948961345ff92c7a8feec89a952e9773d3de713, state= 
2025-04-21 10:49:56-098 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive MongoDB repositories in DEFAULT mode. 
2025-04-21 10:49:56-120 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 0 Reactive MongoDB repository interfaces. 
2025-04-21 10:49:56-322 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=cb40b277-2b44-3ee6-a6a9-8063d8f5330c 
2025-04-21 10:49:57-308 [main] INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath. 
2025-04-21 10:49:58-555 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|reactive-streams|spring-boot", "version": "5.2.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/17.0.12+8-LTS-286"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, transportSettings=NettyTransportSettings{eventLoopGroup=io.netty.channel.nio.NioEventLoopGroup@6eb00cbe, socketChannelClass=null, allocator=null, sslContext=null}, commandListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsCommandListener@74e4be21], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@4d174189, com.mongodb.Jep395RecordCodecProvider@628bd77e, com.mongodb.KotlinCodecProvider@c30f26d]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[io.micrometer.core.instrument.binder.mongodb.MongoMetricsConnectionPoolListener@5d74507c], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null} 
2025-04-21 10:49:58-723 [cluster-ClusterId{value='680669260fbe8d1ee7e39232', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=70941100, minRoundTripTimeNanos=0} 
2025-04-21 10:49:59-264 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoints beneath base path '/actuator' 
2025-04-21 10:49:59-958 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate. 
2025-04-21 10:50:00-021 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath. 
2025-04-21 10:50:00-106 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING 
2025-04-21 10:50:00-146 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1 
2025-04-21 10:50:00-154 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration 
2025-04-21 10:50:00-169 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false 
2025-04-21 10:50:00-169 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null 
2025-04-21 10:50:00-170 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false 
2025-04-21 10:50:00-170 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false 
2025-04-21 10:50:00-170 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true 
2025-04-21 10:50:00-171 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true 
2025-04-21 10:50:00-171 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server 
2025-04-21 10:50:00-558 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200 
2025-04-21 10:50:00-561 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30 
2025-04-21 10:50:00-563 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4 
2025-04-21 10:50:00-565 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1745250600564 with initial instances count: 3 
2025-04-21 10:50:00-569 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USERS-SERVICE-API with eureka with status UP 
2025-04-21 10:50:00-570 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1745250600570, current=UP, previous=STARTING] 
2025-04-21 10:50:00-572 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USERS-SERVICE-API/users-service-api:9191: registering service... 
2025-04-21 10:50:00-625 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USERS-SERVICE-API/users-service-api:9191 - registration status: 204 
2025-04-21 10:50:00-660 [main] INFO  o.s.b.w.e.netty.NettyWebServer - Netty started on port 9191 (http) 
2025-04-21 10:50:00-662 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 9191 
2025-04-21 10:50:01-014 [main] INFO  c.y.u.s.a.UsersServiceApiApplication - Started UsersServiceApiApplication in 9.999 seconds (process running for 12.649) 
2025-04-21 10:50:08-647 [SpringApplicationShutdownHook] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application USERS-SERVICE-API with eureka with status DOWN 
2025-04-21 10:50:08-648 [SpringApplicationShutdownHook] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1745250608648, current=DOWN, previous=UP] 
2025-04-21 10:50:08-648 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USERS-SERVICE-API/users-service-api:9191: registering service... 
2025-04-21 10:50:08-656 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.netty.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete 
2025-04-21 10:50:08-662 [netty-shutdown] INFO  o.s.b.w.e.netty.GracefulShutdown - Graceful shutdown complete 
2025-04-21 10:50:08-671 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USERS-SERVICE-API/users-service-api:9191 - registration status: 204 
2025-04-21 14:22:51-670 [main] INFO  c.y.u.s.a.UsersServiceApiApplication - Starting UsersServiceApiApplication using Java 17.0.12 with PID 18940 (C:\Users\mgarcsar\Documents\Bootcamp\etregables\Yanki\users-service-api\target\classes started by mgarcsar in C:\Users\mgarcsar\Documents\Bootcamp\etregables\Yanki) 
2025-04-21 14:22:51-680 [main] INFO  c.y.u.s.a.UsersServiceApiApplication - The following 1 profile is active: "local" 
2025-04-21 14:22:51-742 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888 
2025-04-21 14:22:51-742 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Located environment: name=users-service-api, profiles=[default], label=null, version=5948961345ff92c7a8feec89a952e9773d3de713, state= 
2025-04-21 14:22:51-742 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888 
